key	file	index	id	flags	ja	ko
S1S:m01mes:30	m01mes.bin	30	0x271C		行動順は移動力が関係しますが、\n隊員の気力が高ければ\n普段より早くなります。	행동　순서는　이동력이\n관계하지만，　대원의　기력이\n높으면　평소보다　빨라집니다．
S1S:m01mes:31	m01mes.bin	31	0x271D		隊員の気力は、そのまま\n戦闘力にも反映されますので\n気をつかってください。	대원의　기력은　그대로\n전투력에도　반영되니\n신경　써　주세요．
S1S:m01mes:32	m01mes.bin	32	0x271E		今のさくらのように、\n移動できる範囲内から\n移動先を決定します。	지금　사쿠라처럼，\n이동　가능한　범위　안에서\n이동　지점을　정합니다．
S1S:m01mes:33	m01mes.bin	33	0x271F		さくら、攻撃よ！	사쿠라，　공격해！
S1S:m01mes:34	m01mes.bin	34	0x2720	dup=S1A:0100tbl:160	はいっ！	네！
S1S:m01mes:35	m01mes.bin	35	0x2721		えぇぇぇーい！	에에에이！
S1S:m01mes:36	m01mes.bin	36	0x2722		このように、\n攻撃ができる範囲内から、\n目標を決めて攻撃します。	이처럼\n공격　가능한　범위　안에서\n목표를　정해　공격합니다．
S1S:m01mes:37	m01mes.bin	37	0x2723		『移動』と『攻撃』の\n両方が終わったら、\nその人の行動は終了します。	「이동」과　「공격」을\n둘　다　끝내면\n그　사람의　행동은　끝납니다．
S1S:m01mes:38	m01mes.bin	38	0x2724		次はすみれ、あなたよ。	다음은　스미레，　네　차례야．
S1S:m01mes:39	m01mes.bin	39	0x2725		フフフ……少尉。\nいよいよ真打ちの登場ですわよ。	후후후……　소위님．　드디어　진짜\n주역이　등장할　때예요．
S1S:m01mes:40	m01mes.bin	40	0x2726		この、高貴で華麗なわたくしの\n美技の数々……\nとくと、ごらんあそばせ。	이　고귀하고　화려한　제가　펼치는\n수많은　묘기……\n똑똑히　보시지요．
S1S:m01mes:41	m01mes.bin	41	0x2727		光武は段差を飛び降りても\nびくともしません。	광무는　단차에서　뛰어내려도\n끄떡없습니다．
S1S:m01mes:42	m01mes.bin	42	0x2728		しかし、登る場合は１段まで。\n２段以上の高い場所には\n登れません。	하지만　올라갈　때는　한　단까지．\n두　단　이상　높은　곳에는\n올라갈　수　없습니다．
S1S:m01mes:43	m01mes.bin	43	0x2729		わたくしに挑もうなんて、\n百万年早いですわ！	감히　나에게　도전하다니，\n백만　년은　이르십니다！
S1S:m01mes:44	m01mes.bin	44	0x272A		自分の番で一度に出来る行動は\n２回です。	자기　차례에　한　번에　할　수\n있는　행동은　두　번입니다．
S1S:m01mes:45	m01mes.bin	45	0x272B		さくらやすみれは、\n移動してから攻撃しましたが……	사쿠라와　스미레는\n이동한　뒤　공격했지만……
S1S:m01mes:46	m01mes.bin	46	0x272C		逆に攻撃してから、\n移動することもできます。	반대로　공격한　뒤\n이동할　수도　있습니다．
S1S:m01mes:47	m01mes.bin	47	0x272D		今、私は攻撃してから\n移動をしました。	지금　저는　공격한　뒤\n이동했습니다．
S1S:m01mes:48	m01mes.bin	48	0x272E		このように『攻撃』と『移動』は\n順番を自由に入れ換えることが\n出来ます。	이처럼　「공격」과　「이동」은\n순서를　자유롭게　바꿀　수\n있습니다．
S1S:m01mes:49	m01mes.bin	49	0x272F		攻撃してから移動するか、\n移動してから攻撃するか……	공격한　뒤　이동할지，\n이동한　뒤　공격할지……
S1S:m01mes:50	m01mes.bin	50	0x2730		その場の状況に合わせて、\n作戦を立ててください。	그때　상황에　맞춰\n작전을　세워　주세요．
S1S:m01mes:51	m01mes.bin	51	0x2731		ただし、同じ行動は\n２回できません。	단，　같은　행동은\n두　번　할　수　없습니다．
S1S:m01mes:52	m01mes.bin	52	0x2732		移動を２回、\n攻撃を２回することは\nできません。	이동을　두　번，\n공격을　두　번　하는　것은\n불가능합니다．
S1S:m01mes:53	m01mes.bin	53	0x2733		では大神少尉。\n自分の光武を\n動かしてみてください。	그럼　오오가미　소위님．\n자신의　광무를\n움직여　보세요．
S1S:m01mes:54	m01mes.bin	54	0x2734		さくら！\n敵の戦闘力はまだ不明よ。\n無理せず、防御しなさい。	사쿠라！\n적의　전투력은　아직　몰라．\n무리하지　말고　방어해．
S1S:m01mes:55	m01mes.bin	55	0x2735	dup=S1A:0100tbl:160	はいっ！	네！
S1S:m01mes:56	m01mes.bin	56	0x2736		おわかりですか？　少尉。	아시겠어요？　소위님．
S1S:m01mes:57	m01mes.bin	57	0x2737		光武には、耐久値を\n回復する機能が\n装備されています。	광무에는　내구치를\n회복하는　기능이\n장착되어　있습니다．
S1S:m01mes:58	m01mes.bin	58	0x2738		自分の機体だけでなく、\n仲間の光武を\n回復させることもできます。	자신의　기체뿐　아니라，\n동료의　광무도\n회복시킬　수　있습니다．
S1S:m01mes:59	m01mes.bin	59	0x2739		防御行動を行うと、\n敵から受けるダメージを\nやわらげることが出来ます。	방어　행동을　하면，\n적에게　받는　피해를\n줄일　수　있습니다．
S1S:m01mes:60	m01mes.bin	60	0x273A		この三下のやられ役が、\nわたくしの光武に\n傷をつけるなんて……	이　삼류　악역이\n감히　내　광무에\n상처를　내다니……
S1S:m01mes:61	m01mes.bin	61	0x273B		おてんと様がゆるしても、\nこのわたくしが許しませんわ！	해님이　용서해도\n이　내가　용서하지　않겠어요！
S1S:m01mes:62	m01mes.bin	62	0x273C		大神少尉、見ての通り……	오오가미　소위님，　보시다시피……
S1S:m01mes:63	m01mes.bin	63	0x273D		敵の攻撃をうけると\n気合がたまります。	적의　공격을　받으면\n기합이　쌓입니다．
S1S:m01mes:64	m01mes.bin	64	0x273E		今のすみれのように\n自分で気合をためることも\nできます。	지금　스미레처럼\n스스로　기합을　모을　수도\n있습니다．
S1S:m01mes:65	m01mes.bin	65	0x273F		気合がマンタンになると\n必殺攻撃を放つことができます。	기합이　가득　차면\n필살　공격을　펼칠　수　있습니다．
S1S:m01mes:66	m01mes.bin	66	0x2740		受けてごらんなさい！	받아　보시지요！
S1S:m01mes:67	m01mes.bin	67	0x2741		必殺！　神崎風塵流　胡蝶の舞\n（かんざきふうじんりゅう\n　こちょうのまい）！	필살！　칸자키　풍진류　호접의　춤\n칸자키　풍진류\n호접의　춤！
S1S:m01mes:68	m01mes.bin	68	0x2742		おほほほほほ！\nお話になりませんわ！	오호호호호호！\n말이　안　되네요！
S1S:m01mes:69	m01mes.bin	69	0x2743		少尉、\n最後に特殊能力について\n説明します。	소위님，\n마지막으로　특수능력을\n설명하겠습니다．
S1S:m01mes:70	m01mes.bin	70	0x2744		私たち花組の隊員は、\nそれぞれが特別な能力を\n持っています。	우리　화조　대원들은\n저마다　특별한　능력을\n지니고　있습니다．
S1S:m01mes:71	m01mes.bin	71	0x2745		その能力は、\n光武で増幅することによって、\n戦闘中に使うことが出来ます。	그　능력은\n광무로　증폭하면\n전투　중에　사용할　수　있습니다．
S1S:m01mes:72	m01mes.bin	72	0x2746		その力を特殊能力と呼びます。	그　힘을　특수능력이라　부릅니다．
S1S:m01mes:73	m01mes.bin	73	0x2747		ただし、特殊能力は\n使用者の精神に負担をかけるため\n回数に制限があります。	단，　특수능력은\n사용자의　정신에　부담을　주므로\n횟수　제한이　있습니다．
S1S:m01mes:74	m01mes.bin	74	0x2748		そしてこれが私の特殊能力です。	그리고　이것이　제\n특수능력입니다．
S1S:m01mes:75	m01mes.bin	75	0x2749		パダジェディ！	파다제디！
S1S:m01mes:76	m01mes.bin	76	0x274A		私の特殊能力はパダジェディ。	제　특수능력은　파다제디입니다．
S1S:m01mes:77	m01mes.bin	77	0x274B		この攻撃を受けた敵は\nしばらくマヒして、\n行動不能になります。	이　공격을　받은　적은\n잠시　마비되어\n행동　불능이　됩니다．
S1S:m01mes:78	m01mes.bin	78	0x274C		では、これからは、\n少尉に私たちの指揮を\nしてもらいます。	이제부터는\n소위님이　저희를\n지휘해　주세요．
S1S:m01mes:79	m01mes.bin	79	0x2774		まずは敵の魔操機兵、\n脇侍（わきじ）を\n全滅させましょう。	우선　적　마조기병인\n협시를\n전멸시키죠．
S1S:m01mes:80	m01mes.bin	80	0x27D8		黒之巣会の幹部のようですね。\n回復しながら戦った方が\nいいでしょう。	흑지소회　간부　같군요．\n회복하며　싸우는　편이\n좋겠습니다．
S1S:m01mes:81	m01mes.bin	81	0x4E16		みんな、俺が守らなくても\nだいじょうぶだな。	모두，　내가　지키지　않아도\n괜찮겠군．
S1S:m01mes:82	m01mes.bin	82	0x4E17		さくらくん……\n俺は必ず、きみを守る！	사쿠라　군……\n나는　반드시，　그대를　지키겠어！
S1S:m01mes:83	m01mes.bin	83	0x4E18		すみれくん……\n俺がいつでも守ってやるよ。	스미레　군……\n내가　언제든　지켜　주지．
S1S:m01mes:84	m01mes.bin	84	0x4E19		マリア……\nきみの背中を守らせてくれ。	마리아……\n네　뒤를　지키게　해　줘．
S1S:m01mes:85	m01mes.bin	85	0x4E1A		いつでも、アイリスのことを\n守ってあげるよ。	언제든　아이리스를\n지켜　줄게．
S1S:m01mes:86	m01mes.bin	86	0x4E1B		紅蘭は俺が守る！\nだから、心配するな！	코란은　내가　지킨다！\n그러니　걱정　마！
S1S:m01mes:87	m01mes.bin	87	0x4E1C		カンナ！\n防御なら俺にまかせろ！	칸나！\n방어라면　나한테　맡겨！
S1S:m01mes:88	m01mes.bin	88	0x7530	gaiji=81B8	逃げられたか……\nだが、帝都の平和は守ったぞ‼\nよし、全員帰還だ‼	도망쳤나……\n하지만　제도의　평화는　지켰다‼\n좋아，　전원　귀환이다‼
S1S:m01mes:89	m01mes.bin	89	0x7531		待って、大神さん。\n花組流のカーテンコールが\nまだですよ！	잠깐，　오오가미　씨．\n화조식　커튼콜이\n아직이에요！
S1S:m01mes:90	m01mes.bin	90	0x7532		な、なんだいそれ？	뭐，　그게　뭐야？
S1S:m01mes:91	m01mes.bin	91	0x4E20		大神少尉、\nやつらが黒之巣会です。	오오가미　소위님，\n저들이　흑지소회입니다．
S1S:m01mes:92	m01mes.bin	92	0x4E25		お願いするよ。\nすでに知っているよ。	부탁하지．\n이미　알고　있어．
S1S:m01mes:93	m01mes.bin	93	0x4E2A		そうでしたか。さすがですね。\nでは以後の指揮は\n大神少尉におまかせします。	그렇습니까．　역시　대단하시군요．\n그럼　이후　지휘는\n오오가미　소위님께　맡기겠습니다．
S1S:m01mes:94	m01mes.bin	94	0x4E2F	gaiji=81B8	戦闘では一瞬の判断ミスが\n死を招きます‼\n気を抜かないでください‼	전투　중에는　한순간의　판단\n착오가　죽음을　부릅니다‼\n방심하지　마세요‼
S1S:m01mes:95	m01mes.bin	95	0x4E31		一度に２つの行動ができます。\n『移動』と『攻撃』の２つが\n終わったので、行動は終了です。	한　번에　두　행동을　할　수\n있습니다．　「이동」과　「공격」을\n끝냈으므로　행동　종료입니다．
S1S:m01mes:96	m01mes.bin	96	0x4E34		次は私の番です。	다음은　제　차례입니다．
S1S:m01mes:97	m01mes.bin	97	0x4E39		気合が最大にたまったときには\n必殺攻撃を放つことができます。	기합이　최대로　쌓이면\n필살　공격을　펼칠　수　있습니다．
S1S:m01mes:98	m01mes.bin	98	0x4E3E		気合は、今のように\nためることも可能です。また\nダメージを受けても上がります。	기합은　지금처럼\n모을　수도　있습니다．　또한\n피해를　받아도　올라갑니다．
S1S:m01mes:99	m01mes.bin	99	0x4E43		必殺攻撃は強力ですが、\n使用すると\n気合が０になります。	필살　공격은　강력하지만，\n사용하면\n기합이　０이　됩니다．
S1S:m01mes:100	m01mes.bin	100	0x4E48		待って、すみれ。\nさくら機を回復してあげて。	잠깐，　스미레．\n사쿠라　기체를　회복시켜　줘．
S1S:m01mes:101	m01mes.bin	101	0x4E4D		まったく……これから\nわたくしの出番だというのに、\nなんでこんな田舎娘のために。	정말이지……　이제\n내　차례인데，\n왜　이런　시골　촌뜨기를　위해서．
S1S:m01mes:102	m01mes.bin	102	0x4E52		田舎娘ですみませんね！	시골　촌뜨기라　미안하네요！
S1S:m01mes:103	m01mes.bin	103	0x4E57		回数制限があるので、\n気をつけてください。	횟수　제한이　있으니，\n주의하세요．
S1S:m01mes:104	m01mes.bin	104	0x4E5C		他に、敵からの攻撃による\nダメージを軽減させるために\n『防御』ができます。	그　밖에　적의　공격으로　인한\n피해를　줄이기　위해\n「방어」를　할　수　있습니다．
S1S:m01mes:105	m01mes.bin	105	0x4E61		『防御』は、次の自分の番が\n来るまでの間、有効です。	「방어」는　다음　자기　차례가\n올　때까지　유효합니다．
S1S:m01mes:106	m01mes.bin	106	0x4E66		戦闘中は、一度に２回の行動が\nできますが、同系統の行動は\n１回しかできません。	전투　중에는　한　턴에\n두　번　행동할　수　있지만\n같은　계통은　한　번뿐입니다．
S1S:m01mes:107	m01mes.bin	107	0x4E6B		通常攻撃と必殺攻撃は\n同じ攻撃の系統なので、\n続けて行うことはできません。	일반　공격과　필살　공격은\n같은　공격　계통이므로\n연달아　할　수　없습니다．
S1S:m01mes:108	m01mes.bin	108	0x4E70		『ため』と『防御』と『回復』も\n同じ防衛系統なので、\n２回続けてできません。	「모으기」와　「방어」와\n「회복」도　같은　방어　계통이므로\n연달아　할　수　없습니다．
S1S:m01mes:109	m01mes.bin	109	0x4E75		行動の順番は自由なので、\n移動してからの攻撃も可能ですし\n攻撃してからの移動も可能です。	행동　순서는　자유이므로，\n이동　후　공격도　가능하고\n공격　후　이동도　가능합니다．
S1S:m01mes:110	m01mes.bin	110	0x4E30	dup=S1S:m01mes:27	では、これから\n光武の操縦法を教えますから\nきちんと聞いてください。	그럼　지금부터\n광무　조종법을　알려　드릴　테니\n잘　들어　주세요．
S1S:m01mes:111	m01mes.bin	111	0x07E3		あたしが、頑張んなきゃ！	내가　힘내야　해！
S1S:m01mes:112	m01mes.bin	112	0x07E4		行きます！	갑니다！
S1S:m01mes:113	m01mes.bin	113	0x07E5	gaiji=81B8	まかせてください‼	맡겨　주세요‼
S1S:m01mes:114	m01mes.bin	114	0x07E6		見ていてくださいね、\n大神さん。	지켜봐　주세요，\n오오가미　씨．
S1S:m01mes:115	m01mes.bin	115	0x07E7		まだ、まだ大丈夫……	아직，　아직　괜찮아……
S1S:m01mes:116	m01mes.bin	116	0x07E8	dup=S1A:0801tbl:1020	ありがとうございます！	감사합니다！
S1S:m01mes:117	m01mes.bin	117	0x07E9		がんばって！　大神さん！	힘내요！　오오가미　씨！
S1S:m01mes:118	m01mes.bin	118	0x07EA		大神さんが頼りです！	오오가미　씨만　믿을게요！
S1S:m01mes:119	m01mes.bin	119	0x07EB		きゃぁぁぁ……	꺄아아아……
S1S:m01mes:120	m01mes.bin	120	0x07EC		つっ、\n次は負けないわ！	다，\n다음엔　지지　않을　거야！
S1S:m01mes:121	m01mes.bin	121	0x07ED		大神さん……\n本当にごめんなさい……	오오가미　씨……\n정말　미안해요……
S1S:m01mes:122	m01mes.bin	122	0x07F9		わたくしの出番ですわね。	제　차례군요．
S1S:m01mes:123	m01mes.bin	123	0x07FA		オホホホホホ……	오호호호호호……
S1S:m01mes:124	m01mes.bin	124	0x07FB	gaiji=81B8	いきますわよ‼	갑니다‼
S1S:m01mes:125	m01mes.bin	125	0x07FC		今日のわたくしは\nあなたのために！	오늘의　저는\n당신을　위해！
S1S:m01mes:126	m01mes.bin	126	0x07FD		この程度では負けませんわ……	이　정도로는　지지　않아요……
S1S:m01mes:127	m01mes.bin	127	0x07FE		少尉……\nやはりわたくしのことを……	소위님……\n역시　저를……
S1S:m01mes:128	m01mes.bin	128	0x07FF		さっ、少尉の出番ですわよ！	자，　소위님　차례예요！
S1S:m01mes:129	m01mes.bin	129	0x0800		わたくしが見ていますわよ！	제가　보고　있어요！
S1S:m01mes:130	m01mes.bin	130	0x0801	gaiji=81B8	うわぁぁぁ……‼	우와아아아……‼
S1S:m01mes:131	m01mes.bin	131	0x0802		今日の所は\n負けておいてあげますわ！	오늘은\n져　드리도록　하죠！
S1S:m01mes:132	m01mes.bin	132	0x0803	gaiji=81B8	隊長には\nわたくしが必要ですのに‼	대장님께는\n제가　필요한데요‼
S1S:m01mes:133	m01mes.bin	133	0x080F		敵は私が倒すしかない！	적은　내가　쓰러뜨릴　수밖에\n없어！
S1S:m01mes:134	m01mes.bin	134	0x0810	gaiji=81AC	次の目標はどこ⁉	다음　목표는　어디⁉
S1S:m01mes:135	m01mes.bin	135	0x0811		死にたいなら、\n前にでなさい……	죽고　싶다면，\n앞으로　나와……
S1S:m01mes:136	m01mes.bin	136	0x0812		作戦指示を\nお願いします！	작전　지시를\n부탁합니다！
S1S:m01mes:137	m01mes.bin	137	0x0813	gaiji=81B8	まだよ‼　まだまだ‼	아직이야‼　아직　멀었어‼
S1S:m01mes:138	m01mes.bin	138	0x0814	gaiji=81B8	…………………………‼	…………………………‼
S1S:m01mes:139	m01mes.bin	139	0x0815		頑張ってください……隊長！	힘내세요……　대장님！
S1S:m01mes:140	m01mes.bin	140	0x0816		隊長、生きて帰りましょう！	대장님，　살아서　돌아가요！
S1S:m01mes:141	m01mes.bin	141	0x0817		ああぁぁぁ……	아아아아……
S1S:m01mes:142	m01mes.bin	142	0x0818	gaiji=81B8	つ、強いわ‼\n撤退‼	강해‼\n후퇴‼
S1S:m01mes:143	m01mes.bin	143	0x0819		すみません隊長。\n撤退します！	미안해요，　대장님．\n후퇴하겠습니다！
S1S:m01mes:144	m01mes.bin	144	0x0827		アイリスだって、\nがんばるモン！	아이리스도\n힘낼　거야！
S1S:m01mes:145	m01mes.bin	145	0x0828		アイリス、いきまーす！	아이리스，　갑니다아！
S1S:m01mes:146	m01mes.bin	146	0x0829		アイリス、強いんだよぉ！	아이리스，　강하다구！
S1S:m01mes:147	m01mes.bin	147	0x082A	gaiji=81B8	アイリス、\nお兄ちゃんのために、頑張る‼	아이리스，\n오빠를　위해　힘낼게‼
S1S:m01mes:148	m01mes.bin	148	0x082B		なんか、\nバチバチいってるよ……	뭔가，\n파직파직　소리가　나……
S1S:m01mes:149	m01mes.bin	149	0x082C		お兄ちゃん、だーいすき！	오빠，　정말　좋아해！
S1S:m01mes:150	m01mes.bin	150	0x082D		お兄ちゃん！　ファイトッ！	오빠！　힘내！
S1S:m01mes:151	m01mes.bin	151	0x082E		アイリスが見てるからね！	아이리스가　보고　있으니까！
S1S:m01mes:152	m01mes.bin	152	0x082F		きゃあぁぁぁ……	꺄아아아……
S1S:m01mes:153	m01mes.bin	153	0x0830		お星様の……\nバカ……	별님……\n바보……
S1S:m01mes:154	m01mes.bin	154	0x0831		お兄ちゃん、ゴメンね……	오빠，　미안해……
S1S:m01mes:155	m01mes.bin	155	0x083D		ウチも\n頑張らせてもらうで～	나도\n힘낼게데이～
S1S:m01mes:156	m01mes.bin	156	0x083E		科学をなめたら、\nあかんでぇ～	과학을　얕보면，\n안　된데이～
S1S:m01mes:157	m01mes.bin	157	0x083F	gaiji=81B8	ほんなら、いくでー‼	그럼，　간다‼
S1S:m01mes:158	m01mes.bin	158	0x0840		ウチを見ててやー！	나를　봐　줘～！
S1S:m01mes:159	m01mes.bin	159	0x0841		ダメージ喰らいすぎや！	너무　많이　맞았데이！
S1S:m01mes:160	m01mes.bin	160	0x0842		ウチ感動や～！	나　감동했데이～！
S1S:m01mes:161	m01mes.bin	161	0x0843		ウチが応援してるでぇ～！	내가　응원하고　있데이～！
S1S:m01mes:162	m01mes.bin	162	0x0844		がんばってや！　大神はん！	힘내래이！　오오가미　씨！
S1S:m01mes:163	m01mes.bin	163	0x0845		うわあぁぁぁぁ……	으아아아아……
S1S:m01mes:164	m01mes.bin	164	0x0846		あちゃー……\nいかれた……	아차……\n망가졌어……
S1S:m01mes:165	m01mes.bin	165	0x0847		隊長はん、\n迷惑かけてすんまへん……	대장님，\n폐를　끼쳐서　미안하데이……
S1S:m01mes:166	m01mes.bin	166	0x0854	gaiji=81B8	よっしゃ！\nやってやるか‼	좋아！\n해　볼까‼
S1S:m01mes:167	m01mes.bin	167	0x0855		気合いを入れるぜ！\nチェストォォ！	기합을　넣자！\n체스토오오！
S1S:m01mes:168	m01mes.bin	168	0x0856		桐島流の奥義、見せてやるぜ！	키리시마류의　비기，　보여　주마！
S1S:m01mes:169	m01mes.bin	169	0x0857	gaiji=81B8	さぁ‼\n行こうぜ、隊長‼	자아‼\n가자，　대장‼
S1S:m01mes:170	m01mes.bin	170	0x0858	gaiji=81B8	だいじょうぶ！\nまだ平気だぜ‼	괜찮아！\n아직　문제없어‼
S1S:m01mes:171	m01mes.bin	171	0x0859		さんきゅ！　助かったぜ！	고마워！　살았다！
S1S:m01mes:172	m01mes.bin	172	0x085A		いこうぜ！　隊長！	가자！　대장！
S1S:m01mes:173	m01mes.bin	173	0x085B		隊長の力を見せてやれ！	대장의　힘을　보여　줘！
S1S:m01mes:174	m01mes.bin	174	0x085C		うあああぁぁぁぁ……	으아아아아……
S1S:m01mes:175	m01mes.bin	175	0x085D		くっ、\nまだまだ修行がたりない……	큭，\n아직　수련이　부족해……
S1S:m01mes:176	m01mes.bin	176	0x085E		隊長のために、\n戦わなくちゃ……	대장을　위해\n싸워야　해……
S1S:m01mes:177	m01mes.bin	177	0x096E	dup=S1A:0804tbl:180	よっしゃあ！	좋았어！
S1S:m01mes:178	m01mes.bin	178	0x0D0A		やったわ！	해냈어！
S1S:m01mes:179	m01mes.bin	179	0x0D0B		やりましたわ！	해냈어요！
S1S:m01mes:180	m01mes.bin	180	0x0D0C		ふっ！	후！
S1S:m01mes:181	m01mes.bin	181	0x0D0D		やったでー！	해냈데이！
S1S:m01mes:182	m01mes.bin	182	0x0D0E	gaiji=81B8	わーい　わーい‼	와아　와아‼
S1S:m01mes:183	m01mes.bin	183	0xEA60		ねえ、大神さん……	저기，　오오가미　씨……
S1S:m01mes:184	m01mes.bin	184	0xEA6A	dup=S1A:0502tbl:740	えっ？	응？
S1S:m01mes:185	m01mes.bin	185	0xEA74		この場所で戦うなんて、\n複雑な気分ですね。	이곳에서　싸운다니，\n복잡한　기분이네요．
S1S:m01mes:186	m01mes.bin	186	0xEA7E		なんで？\nきみと初めて出会った場所だね\nきみが新聞記事になった所だね	왜？\n우리가　처음　만난　곳이야\n네가　신문　기사에　난　곳이야
S1S:m01mes:187	m01mes.bin	187	0xEA88	dup=S1A:0801tbl:492	なんで？	왜？
S1S:m01mes:188	m01mes.bin	188	0xEA92		……そっか。\n大神さんにはどうでもいいこと\nですね……	……그렇구나．\n오오가미　씨에게는\n아무래도　상관없는　일이군요……
S1S:m01mes:189	m01mes.bin	189	0xEA9C		きみと初めて出会った場所だね。	우리가　처음　만난　곳이야．
S1S:m01mes:190	m01mes.bin	190	0xEAA6		えへへ……そうですね。\n初めて出会った場所で\n一緒に初陣なんて……運命かな。	에헤헤……　그렇네요．　처음　만난\n곳에서　함께　첫　출전이라니……\n운명일까요．
S1S:m01mes:191	m01mes.bin	191	0xEAB0		きみが新聞記事になった所だね。\n『謎の少女、怪物を一刀両断』\nだっけ。	네가　신문　기사에　난　곳이야．\n『수수께끼의　소녀，　괴물을\n일도양단』　이었지．
S1S:m01mes:192	m01mes.bin	192	0xEABA		ん、もう……！　恥ずかしいこと\n思い出させないでください！	정말……！　부끄러운　걸\n떠올리게　하지　마세요！
S1S:m01mes:193	m01mes.bin	193	0xEAC4	dup=S1A:0101tbl:910	……？	……？
S1S:m01mes:194	m01mes.bin	194	0xEACE	dup=S1S:m01mes:188	……そっか。\n大神さんにはどうでもいいこと\nですね……	……그렇구나．\n오오가미　씨에게는\n아무래도　상관없는　일이군요……
S1S:m01mes:195	m01mes.bin	195	0x0004	dup=S1S:m01mes:0	せーの！	하나，　둘！
S1S:m02mes:0	m02mes.bin	0	0x012D		ほな、アレいこか！	그럼，　그거　해　볼까！
S1S:m02mes:1	m02mes.bin	1	0x012E	dup=S1S:m01mes:1	勝利のポーズ……決めっ！	승리의　포즈……　결정！
S1S:m02mes:2	m02mes.bin	2	0x07E3	dup=S1S:m01mes:111	あたしが、頑張んなきゃ！	내가　힘내야　해！
S1S:m02mes:3	m02mes.bin	3	0x07E4	dup=S1S:m01mes:112	行きます！	갑니다！
